DrugID,DrugName,DrugCUI
DB04825,Prenylamine,C0033059
DB04838,Cyclandelate,C0010525
DB05885,Seletracetam,C1871981
DB06152,Nylidrin,C0028735
DB08980,Fendiline,C0015824
DB09090,Pinaverium,C0071081
DB09229,Aranidipine,C0165312
DB09230,Azelnidipine,C0753287
DB09232,Cilnidipine,C0378675
DB09234,Darodipine,C0112370
DB09236,Lacidipine,C0064568
DB09240,Niludipine,C0068770
DB11960,Carboxyamidotriazole,C0064494
DB12092,Naftopidil,C0083701
DB13488,Bencyclane,C0004969
DB13725,Terodiline,C0076126
DB13766,Lidoflazine,C0023665
DB13835,Caroverine,C0108530
DB13961,Fish oil,C0016157
DB00381,Amlodipine,C0051696
DB12923,Gallopamil,C0016986
DB14063,Dexverapamil,C0280858
DB14064,Emopamil,C0059080
DB14065,Lomerizine,C0630704
DB14066,Tetrandrine,C0076316
DB00650,Leucovorin,C0023413
DB02031,"(6S)-5,6,7,8-tetrahydrofolic acid",C0048898
DB02067,Triglu-5-formyl-tetrahydrofolate,C0023413
DB03256,(6R)-Folinic acid,C0023413
DB04789,5-methyltetrahydrofolic acid,C3498054
DB11256,Levomefolic acid,C2825462
DB11596,Levoleucovorin,C2721771
DB00526,Oxaliplatin,C0069717
DB04996,Satraplatin,C1142934
DB12257,Platinum,C0032207
DB13145,Nedaplatin,C0093999
DB01099,Flucytosine,C0016278
DB01629,5-fluorouridine,C0049192
DB03419,Uracil,C0041917
DB12947,Doxifluridine,C0048808
DB02105,"3,5-Dinitrocatechol",C0753223
DB00799,Tazarotene,C0288792
DB05229,Beraprost,C0053336
DB06510,Muraglitazar,C1568490
DB09080,Olodaterol,C2934193
DB00753,Isoflurane,C0022180
DB00374,Treprostinil,C1145760
DB00983,Formoterol,C0060657
DB01065,Melatonin,C0025219
DB01177,Idarubicin,C0020789
DB04557,Arachidonic Acid,C0003695
DB04665,Coumarin,C0010206
DB04898,Ximelagatran,C0966370
DB02224,Taxifolin,C0075861
DB12399,Polmacoxib,C4519118
DB12610,Ebselen,C0058903
DB14938,Flurbiprofen axetil,C1610514
DB09327,Tegafur-uracil,C1446539
DB00516,Bentoquatam,C0525133
DB01575,Kaolin,C0022499
DB09087,Potassium alum,C0725101
DB11081,Aluminum chloride,C0102840
DB11239,Aluminum sulfate,C0051522
DB11306,Bentonite,C0005018
DB13654,Montmorillonite,C0205679
DB00262,Carmustine,C0007257
DB12474,Lynestrenol,C0024321
DB01124,Tolbutamide,C0040374
DB01319,Fosamprenavir,C1176315
DB04630,Aldosterone,C0002006
DB00393,Nimodipine,C0028094
DB09275,Bismuth subcitrate potassium,C1951481
DB00326,Calcium glucoheptonate,C0108111
DB13142,Calcium glubionate anhydrous,C4292397
DB11348,Calcium Phosphate,C0006711
DB13231,Calcium lactate,C0006675
DB13365,Calcium lactate gluconate,C0771535
DB13590,Calcium pangamate,C0006709
DB13800,Calcium levulinate,C0006675
DB14577,Calcium cation,C0596235
DB01276,Exenatide,C0167117
DB00688,Mycophenolate mofetil,C0209368
DB01024,Mycophenolic acid,C0026933
DB00256,Lymecycline,C0024200
DB00453,Clomocycline,C0055923
DB00560,Tigecycline,C1260298
DB00595,Oxytetracycline,C0030092
DB00618,Demeclocycline,C0011276
DB00931,Metacycline,C0025603
DB01017,Minocycline,C0026187
DB01301,Rolitetracycline,C0035823
DB13264,Penimepicycline,C0070242
DB12329,Eravacycline,C4045520
DB00697,Tizanidine,C0146011
DB00257,Clotrimazole,C0009074
DB00524,Metolazone,C0025854
DB00808,Indapamide,C0021186
DB00260,Cycloserine,C0010590
DB00261,Anagrelide,C0051809
DB09103,Ancestim,C0538777
DB01238,Aripiprazole,C0299792
DB01454,Midomafetamine,C0115471
DB01576,Dextroamphetamine,C0011812
DB00669,Sumatriptan,C0075632
DB09265,Lixisenatide,C2973895
DB00266,Dicoumarol,C0005640
DB00327,Hydromorphone,C0012306
DB00425,Zolpidem,C0078839
DB00744,Zileuton,C0081408
DB00755,Tretinoin,C0040845
DB00980,Ramelteon,C1565316
DB01198,Zopiclone,C0078847
DB05109,Trabectedin,C1311070
DB06738,Ketobemidone,C0064311
DB08496,(R)-warfarin,C0043031
DB14055,(S)-Warfarin,C4688338
DB01306,Insulin aspart,C1708521
DB01307,Insulin detemir,C0537270
DB09289,Tianeptine,C0076652
DB00277,Theophylline,C0039771
DB00271,Diatrizoate,C0012004
DB00276,Amsacrine,C0002699
DB00740,Riluzole,C0073379
DB00335,Atenolol,C0004147
DB00373,Timolol,C0040233
DB00409,Remoxipride,C0073047
DB00592,Piperazine,C0031957
DB00699,Nicergoline,C0028008
DB01203,Nadolol,C0027302
DB01228,Encainide,C0085251
DB01295,Bevantolol,C0053532
DB01297,Practolol,C0032896
DB01429,Aprindine,C0003639
DB01472,4-Methoxyamphetamine,C0048451
DB04840,Debrisoquine,C0011082
DB04844,Tetrabenazine,C0039623
DB04846,Celiprolol,C0055021
DB04948,Lofexidine,C0065152
DB06506,Repinotan,C2699033
DB06678,Esmirtazapine,C2700014
DB06726,Bufuralol,C0054212
DB06735,Enclomiphene,C0086213
DB08807,Bopindolol,C0053941
DB08808,Bupranolol,C0006403
DB08952,Indenolol,C0063460
DB09351,Levobetaxolol,C1171274
DB11770,Talinolol,C0075783
DB11785,Anisodamine,C0051920
DB12212,Landiolol,C0905464
DB12752,Bucindolol,C0054196
DB13443,Esatenolol,C2825715
DB13508,Cloranolol,C0076772
DB13530,Mepindolol,C0065961
DB13757,Epanolol,C0116294
DB13775,Tertatolol,C0076166
DB00956,Hydrocodone,C0020264
DB04914,G17DT,C0935889
DB05144,PEV3A,C4305746
DB05325,INGN 225,C2935840
DB05374,Rindopepimut,C3181262
DB05440,SRP 299,C1450367
DB05942,GI-5005,C0249580
DB06400,Vitespen,C0393074
DB06584,TG4010,C0879624
DB09057,Anthrax immune globulin human,C0358321
DB10062,"Rabies virus inactivated antigen, B",C2586803
DB10076,Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,C2746171
DB10276,Rotavirus vaccine,C0597418
DB10283,"Rabies virus inactivated antigen, A",C2586798
DB10317,Rubella virus vaccine,C0035923
DB10318,Varicella Zoster Vaccine (Live/attenuated),C0042211
DB10342,Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen,C0771858
DB10343,Bacillus calmette-guerin substrain tice live antigen,C0724511
DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),C0305062
DB10584,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),C0012551
DB10600,Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (propiolactone inactivated),C3888362
DB10769,Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),C1579318
DB10794,Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated),C4033637
DB10803,Typhoid Vi polysaccharide vaccine,C0078221
DB10804,Bacillus calmette-guerin substrain connaught live antigen,C0255289
DB10805,Yellow Fever Vaccine,C0301508
DB10989,Hepatitis A Vaccine,C0170300
DB10990,Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,C2719943
DB11003,Anthrax vaccine,C0358297
DB11038,Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (propiolactone inactivated),C4762282
DB11040,Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),C4033637
DB11041,Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (propiolactone inactivated),C3888362
DB11044,Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated),C4033637
DB11050,Typhoid Vaccine Live,C0359940
DB11603,Human rabies virus immune globulin,C0301503
DB11627,Hepatitis B Vaccine (Recombinant),C0062527
DB12386,Bacillus calmette-guerin substrain danish 1331 live antigen,C4519113
DB12568,Tecemotide,C3888078
DB12768,BCG vaccine,C0004886
DB14022,Typhoid vaccine,C0041469
DB14384,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated),C4718989
DB14385,Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated),C4033637
DB14394,Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen,C4718926
DB14409,Human adenovirus e serotype 4 strain cl-68578 antigen,C3159361
DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,C4291328
DB14445,Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated),C4718920
DB14449,Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen,C2927368
DB14619,Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),C4762304
DB14620,Influenza A virus A/Brisbane/59/2007(H1N1) antigen (propiolactone inactivated),C2364549
DB14685,Adenovirus type 7 vaccine live,C0770964
DB14711,"Smallpox (Vaccinia) Vaccine, Live",C0301512
DB15274,Pertussis vaccine,C0031237
DB15461,Yersinia pestis 195/p antigen (formaldehyde inactivated),C2700293
DB13924,Varicella Zoster Vaccine (Recombinant),C1114730
DB15483,Modified vaccinia ankara,C5202641
DB15595,"Ebola Zaire vaccine (live, attenuated)",C5227848
DB15654,Moderna COVID-19 Vaccine,C5424056
DB12825,Lefamulin,C4482908
DB00367,Levonorgestrel,C0023566
DB00823,Ethynodiol diacetate,C0015117
DB09123,Dienogest,C0057916
DB09371,Norethynodrel,C0028360
DB09389,Norgestrel,C0028368
DB11619,Gestrinone,C0017507
DB13310,Ormeloxifene,C1701687
DB13528,Chlormadinone,C0262965
DB13563,Norgestrienone,C0028369
DB13685,Quingestanol,C0072866
DB13857,Demegestone,C0057362
DB13981,Nomegestrol acetate,C0132749
DB14678,Norethindrone enanthate,C0068981
DB06205,Hyaluronidase (human recombinant),C0066522
DB14740,Hyaluronidase,C0020197
DB00489,Sotalol,C0037707
DB03322,Dexpropranolol,C0011792
DB00284,Acarbose,C0050393
DB00291,Chlorambucil,C0008163
DB00292,Etomidate,C0015131
DB00293,Raltitrexed,C0677667
DB00294,Etonogestrel,C0047683
DB00299,Penciclovir,C0164815
DB00303,Ertapenem,C1120106
DB06206,Sugammadex,C1700695
DB00305,Mitomycin,C0002475
DB00308,Ibutilide,C0082966
DB11742,Ebastine,C0058895
DB01018,Guanfacine,C0079466
DB00330,Ethambutol,C0014964
DB00341,Cetirizine,C0055147
DB00355,Aztreonam,C0004521
DB00380,Dexrazoxane,C0086444
DB00402,Eszopiclone,C1436328
DB00432,Trifluridine,C0040987
DB00480,Lenalidomide,C1144149
DB00535,Cefdinir,C0060405
DB00548,Azelaic acid,C0052761
DB00552,Pentostatin,C0030896
DB00558,Zanamivir,C0216660
DB00569,Fondaparinux,C1098510
DB00583,Levocarnitine,C0087163
DB00597,Gadoteridol,C0060930
DB00628,Clorazepic acid,C0770393
DB00651,Dyphylline,C0013360
DB00660,Metaxalone,C0163055
DB00672,Chlorpropamide,C0008287
DB00692,Phentolamine,C0031448
DB00698,Nitrofurantoin,C0028156
DB00709,Lamivudine,C0209738
DB00716,Nedocromil,C0068483
DB00733,Pralidoxime,C0071808
DB00743,Gadobenic acid,C0246154
DB00760,Meropenem,C0066005
DB00761,Potassium chloride,C0032825
DB00775,Tirofiban,C0247025
DB00789,Gadopentetic acid,C0060933
DB00800,Fenoldopam,C0060180
DB00811,Ribavirin,C0035525
DB00828,Fosfomycin,C0016610
DB00839,Tolazamide,C0040372
DB00842,Oxazepam,C0029997
DB00851,Dacarbazine,C0010927
DB00853,Temozolomide,C0076080
DB00894,Testolactone,C0039600
DB00897,Triazolam,C0040879
DB00911,Tinidazole,C0040263
DB00928,Azacitidine,C0004475
DB00953,Rizatriptan,C0297635
DB00961,Mepivacaine,C0025384
DB00968,Methyldopa,C0025741
DB00993,Azathioprine,C0004482
DB00995,Auranofin,C0004320
DB01004,Ganciclovir,C0017066
DB01022,Phylloquinone,C0031862
DB01046,Lubiprostone,C1684405
DB01048,Abacavir,C0663655
DB01067,Glipizide,C0017642
DB01068,Clonazepam,C0009011
DB01133,Tiludronic acid,C0043611
DB01157,Trimetrexate,C0085176
DB01170,Guanethidine,C0018318
DB01205,Flumazenil,C0016293
DB01215,Estazolam,C0014892
DB01224,Quetiapine,C0123091
DB01240,Epoprostenol,C0033567
DB01249,Iodixanol,C0063757
DB01427,Amrinone,C0002697
DB01428,Oxybenzone,C0069803
DB01550,Fenproporex,C0060194
DB01558,Bromazepam,C0006213
DB01563,Chloral hydrate,C0008161
DB01610,Valganciclovir,C0909381
DB01638,Sorbitol,C0037688
DB04895,Pegaptanib,C1531015
DB05018,Migalastat,C2698220
DB06154,Pentaerythritol tetranitrate,C0030858
DB06186,Ipilimumab,C1367202
DB06196,Icatibant,C0246269
DB06209,Prasugrel,C1620287
DB06211,Doripenem,C0389169
DB06230,Nalmefene,C0068377
DB06262,Droxidopa,C0000378
DB06282,Levocetirizine,C1174893
DB06402,Telavancin,C1453642
DB06623,Flupirtine,C0060583
DB06637,Dalfampridine,C0000477
DB06705,Gadofosveset trisodium,C1433439
DB06710,Methyltestosterone,C0025826
DB06782,Dimercaprol,C0012383
DB06796,Mangafodipir,C0772321
DB06800,Methylnaltrexone,C0066411
DB06809,Plerixafor,C1955474
DB06813,Pralatrexate,C1721300
DB06823,Tiopronin,C0025405
DB06824,Triethylenetetramine,C0040976
DB08824,Ioflupane I-123,C1956796
DB08826,Deferiprone,C0043832
DB08840,N-methylnicotinamide,C0068144
DB08872,Gabapentin enacarbil,C2700226
DB08894,Peginesatide,C3179929
DB08932,Macitentan,C2606556
DB09050,Ceftolozane,C3852726
DB09066,Corifollitropin alfa,C2713522
DB09081,Idebenone,C0123163
DB09106,Hydroxyethyl Starch,C0020352
DB09111,Pentastarch,C2350383
DB09121,Aurothioglucose,C0018033
DB09129,Chromic chloride,C0055617
DB09132,Gadoteric acid,C0771795
DB09133,Iothalamic acid,C0022034
DB09134,Ioversol,C0063828
DB09135,Ioxilan,C0063829
DB09136,Isosulfan blue,C0063908
DB09137,Technetium Tc-99m mebrofenin,C0075962
DB09139,Technetium Tc-99m oxidronate,C0305030
DB09148,Florbetaben (18F),C0046056
DB09149,Florbetapir (18F),C0046056
DB09156,Iopromide,C0063817
DB09163,Technetium Tc-99m exametazime,C0145055
DB09165,Technetium Tc-99m pyrophosphate,C0085250
DB09194,Etoperidone,C0059873
DB09205,Moxisylyte,C0040108
DB09209,Pholcodine,C0070742
DB09210,Piracetam,C0031977
DB09219,Bisoxatin,C3652923
DB09220,Nicorandil,C0068700
DB09223,Blonanserin,C0287983
DB09255,Dextran,C0086140
DB09257,Gimeracil,C0535459
DB09264,Idarucizumab,C3885063
DB09268,Picosulfuric acid,C0771269
DB09277,Choline C 11,C1120349
DB09301,Chondroitin sulfate,C0008466
DB09324,Sulbactam,C0038665
DB09325,Sodium fluoride,C0037508
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",C0795577
DB09338,Mersalyl,C0025446
DB09344,Invert sugar,C0063739
DB09357,Dexpanthenol,C0057610
DB09394,Phosphoric acid,C0031700
DB09395,Sodium acetate,C0142785
DB09472,Sodium sulfate,C0037473
DB09488,Acrivastine,C0054340
DB09496,Octinoxate,C0046100
DB09502,Fludeoxyglucose (18F),C0046056
DB09546,Iobenguane sulfate I-123,C2346581
DB09570,Ixazomib,C3273711
DB11077,Polyethylene glycol 400,C0032478
DB11090,Potassium nitrate,C0071772
DB11098,Potassium bicarbonate,C0032821
DB11102,N-acetyltyrosine,C0067794
DB11114,Eucalyptus oil,C0163069
DB11127,Selenious acid,C0074280
DB11135,Selenium,C0036581
DB11136,Chromium,C0008574
DB11145,Oxyquinoline,C0000665
DB11164,Bicisate,C1337344
DB11251,Tocopherol,C3255108
DB11278,DL-Methylephedrine,C0068122
DB11328,Tetradecyl hydrogen sulfate (ester),C2919955
DB11338,Clove oil,C0028906
DB11358,Evening primrose oil,C0700602
DB11364,Pidotimod,C0081002
DB11577,Indigotindisulfonic acid,C1322012
DB11598,Antithrombin III human,C0724532
DB11691,Naldemedine,C4325235
DB11699,Tropisetron,C0063322
DB11989,Benznidazole,C0053230
DB12007,Isoflavone,C0022179
DB12107,Vaborbactam,C4519317
DB12783,Benserazide,C0005014
DB13025,Tiapride,C0040180
DB13156,Inosine pranobex,C0022230
DB13178,Inositol,C0021547
DB13185,Oxabolone cipionate,C2736451
DB13191,Phosphocreatine,C0031634
DB13269,Dichlorobenzyl alcohol,C0057846
DB13873,Fenofibric acid,C0060179
DB13884,Albutrepenonacog alfa,C4084478
DB13909,Bismuth subgallate,C0053790
DB13967,Patent Blue,C4691336
DB14007,Pentetic acid,C0013254
DB14498,Potassium acetate,C0137984
DB14499,Potassium sulfate,C0032821
DB14526,Chromic citrate,C0055630
DB14527,Chromic nitrate,C0055627
DB14528,Chromium gluconate,C3486548
DB14529,Chromium nicotinate,C0532699
DB14530,Chromous sulfate,C0303210
DB00318,Codeine,C0009214
DB00879,Emtricitabine,C0909839
DB08996,Dimetacrine,C0058199
DB00982,Isotretinoin,C0022265
DB04951,Pirfenidone,C0298067
DB13744,Piromidic acid,C0031987
DB00315,Zolmitriptan,C0528166
DB00397,Phenylpropanolamine,C0031495
DB00852,Pseudoephedrine,C0033798
DB01363,Ephedra sinica root,C0696758
DB01442,MMDA,C0066661
DB08804,Nandrolone decanoate,C0068395
DB02058,3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,C0538432
DB02424,Geldanamycin,C0061179
DB02567,PD173955,C0911464
DB03758,Radicicol,C0207800
DB04849,Cediranib,C1698364
DB04879,Vatalanib,C0912586
DB05424,Canertinib,C1450570
DB05465,Tandutinib,C1143028
DB05575,Motesanib,C2347295
DB06302,Glesatinib,C4330044
DB08399,Piceatannol,C0960604
DB11697,Pacritinib,C3467842
DB11832,Crenolanib,C1831982
DB11904,Flumatinib,C4317329
DB11973,Tesevatinib,C4086899
DB12048,Savolitinib,C3642466
DB12307,Foretinib,C2973987
DB12323,Radotinib,C3273827
DB12930,Opipramol,C0029105
DB00680,Moricizine,C0079856
DB04066,p-Coumaric acid,C0048207
DB04682,Octylphenoxy polyethoxyethanol,C0069359
DB05830,Trestolone,C0084844
DB06266,Lonidamine,C0065175
DB06713,Norelgestromin,C1120952
DB11507,Cloprostenol,C0009030
DB11636,Nomegestrol,C0068922
DB13044,Gossypol,C0018096
DB13866,Etynodiol,C0059849
DB09263,Patiromer,C4045522
DB15305,Risdiplam,C5139676
DB00990,Exemestane,C0851344
DB13767,Vorozole,C0286224
DB09278,Activated charcoal,C0001275
DB08903,Bedaquiline,C1664205
DB08931,Riociguat,C2717561
DB00352,Tioguanine,C0039902
DB09053,Ibrutinib,C3501358
DB08895,Tofacitinib,C2930696
DB00910,Paricalcitol,C0249582
DB01070,Dihydrotachysterol,C0012319
DB01436,Alfacalcidol,C0044410
DB04258,Seocalcitol,C0905598
DB04796,Inecalcitol,C2827203
DB04891,Becocalcidiol,C2698339
DB05295,Eldecalcitol,C2828245
DB06117,"1alpha,24S-Dihydroxyvitamin D2",C0249582
DB06194,Elocalcitol,C1721354
DB06272,Maxacalcitol,C0043872
DB06410,Doxercalciferol,C0043668
DB13097,1alpha-Hydroxyvitamin D5,C0534957
DB00378,Dydrogesterone,C0013340
DB00859,Penicillamine,C0030817
DB09287,Polyethylene glycol,C0032483
DB00693,Fluorescein,C0060520
DB09374,Indocyanine green acid form,C5200995
DB13751,Glycyrrhizic acid,C0061751
DB00657,Mecamylamine,C0025029
DB01135,Doxacurium,C0058716
DB11156,Pyrantel,C0034235
DB01081,Diphenoxylate,C0012525
DB00491,Miglitol,C0066535
DB14895,Vibegron,C4279743
DB00395,Carisoprodol,C0007248
DB15623,TMC-310911,C5242454
DB00414,Acetohexamide,C0000992
DB00442,Entecavir,C0971023
DB00445,Epirubicin,C0014582
DB00449,Dipivefrin,C0058415
DB01396,Digitoxin,C0012258
DB13114,Amitriptylinoxide,C0051694
DB13246,Quinupramine,C0072896
DB13782,Imipramine oxide,C3652629
DB04946,Iloperidone,C0247194
DB01559,Clotiazepam,C0009073
DB09017,Brotizolam,C0054151
DB12537,Benzodiazepine,C4048284
DB14719,Bentazepam,C0053117
DB00475,Chlordiazepoxide,C0008188
DB00601,Linezolid,C0663241
DB00488,Altretamine,C0019453
DB00826,Natamycin,C0027444
DB12582,Piperine,C0071112
DB00825,Levomenthol,C0771655
DB06155,Rimonabant,C1142933
DB00663,Flumethasone,C0016294
DB00687,Fludrocortisone,C0016280
DB00724,Imiquimod,C0165032
DB00846,Flurandrenolide,C0016374
DB01108,Trilostane,C0077144
DB01134,Desoxycorticosterone pivalate,C0057420
DB01194,Brinzolamide,C0673966
DB01196,Estramustine,C0014921
DB01349,Tasosartan,C0662811
DB01456,5-androstenedione,C0049063
DB01536,Androstenedione,C0002860
DB01708,Prasterone,C0011185
DB02187,Equilin,C0014654
DB02789,Pregnenolone,C0373704
DB03515,Equilenin,C0014652
DB03701,Vanoxerine,C0164200
DB04652,Corticosterone,C0010124
DB04934,Rifalazil,C0753448
DB04975,Banoxantrone,C0299316
DB05212,HE3286,C2351061
DB06685,Laquinimod,C1260208
DB06742,Ambroxol,C0002421
DB06762,Pinacidil,C0071074
DB06780,Desoxycorticosterone acetate,C0813203
DB06781,Difluprednate,C0058004
DB06786,Halcinonide,C0018513
DB08833,Taurochenodeoxycholic acid,C0039356
DB09026,Aliskiren,C1120110
DB09124,Medrogestone,C0025145
DB09378,Fluprednisolone,C0016369
DB11274,Dihydro-alpha-ergocryptine,C0304432
DB11529,Melengestrol,C0376337
DB11635,Tocofersolan,C0606070
DB11799,Bictegravir,C4507568
DB11942,Selinexor,C3852671
DB12240,Polatuzumab vedotin,C4078806
DB12629,"3,5-diiodothyropropionic acid",C0218166
DB13158,Clobetasone,C0360518
DB13399,Terguride,C0058446
DB13602,Promegestone,C0033401
DB14570,Hydroxyprogesterone,C0020387
DB14583,Segesterone acetate,C4723383
DB15091,Upadacitinib,C4726929
DB06820,Sulconazole,C0075503
DB01186,Pergolide,C0031007
DB00520,Caspofungin,C0537894
DB01227,Levacetylmethadol,C3536876
DB04957,Azimilide,C0252416
DB01236,Sevoflurane,C0074414
DB00546,Adinazolam,C0050844
DB00547,Desoximetasone,C0011707
DB01033,Mercaptopurine,C0000618
DB01223,Aminophylline,C0002575
DB01303,Oxtriphylline,C0055578
DB01482,Fenethylline,C0060167
DB01667,8-azaguanine,C0004476
DB01978,"7,9-Dimethylguanine",C0638477
DB02134,Xanthine,C0043314
DB02245,7-Deazaguanine,C0081342
DB02377,Guanine,C0018321
DB02489,9-Methylguanine,C0762193
DB02568,Peldesine,C0338278
DB04076,Hypoxanthine,C0020684
DB04356,9-Deazaguanine,C0172471
DB06479,Propentofylline,C0072171
DB06575,Valomaciclovir,C1742773
DB07954,3-isobutyl-1-methyl-7H-xanthine,C0000096
DB08844,Uric acid,C0041980
DB09273,Doxofylline,C0058721
DB11919,6-O-benzylguanine,C0083812
DB12406,Lisofylline,C0243902
DB12531,Lobucavir,C0286536
DB12926,Cafedrine,C0068978
DB12927,Theodrenaline,C0068955
DB13203,Bamifylline,C0052945
DB13449,Proxyphylline,C0072511
DB13573,Acefylline,C0050405
DB13592,Etamiphylline,C0059680
DB13634,Pentifylline,C0070313
DB13812,Bufylline,C3652921
DB14132,8-chlorotheophylline,C0772197
DB15122,PCS-499,C5139833
DB01606,Tazobactam,C0075870
DB01481,1-Testosterone,C1957374
DB01485,4-Hydroxytestosterone,C3816448
DB01510,Dehydrochloromethyltestosterone,C4305760
DB01541,Boldenone,C0057296
DB01543,18-methyl-19-nortestosterone,C4489761
DB01564,Calusterone,C0006790
DB01569,Formebolone,C0060670
DB01572,Methyl-1-testosterone,C4550358
DB07447,5beta-dihydrotestosterone,C0956008
DB08619,Testosterone succinate,C0076198
DB11429,Mibolerone,C0066502
DB13947,Testosterone enantate benzilic acid hydrazone,C0608568
DB13951,Stanolone acetate,C0038148
DB13958,Trestolone acetate,C0076965
DB14093,"(1,2,6,7-3H)Testosterone",C0550123
DB14655,Drostanolone propionate,C0058758
DB00579,Mazindol,C0024977
DB00865,Benzphetamine,C0005096
DB00937,Diethylpropion,C0012201
DB01365,Mephentermine,C0025380
DB01467,"2,5-Dimethoxy-4-ethylamphetamine",C0045562
DB01484,"4-Bromo-2,5-dimethoxyamphetamine",C0045561
DB01509,Tenamfetamine,C0000379
DB01556,Chlorphentermine,C0008283
DB01566,Methylenedioxyethamphetamine,C0047006
DB09480,Iofetamine I-123,C0917914
DB12080,Ritobegron,C2981327
DB13108,Mephedrone,C2932852
DB13624,Methoxyphenamine,C0066165
DB13703,Gepefrine,C0082689
DB13940,"2,5-Dimethoxy-4-ethylthioamphetamine",C0013007
DB00596,Ulobetasol,C0082787
DB00609,Ethionamide,C0015021
DB00610,Metaraminol,C0025575
DB00611,Butorphanol,C0006491
DB00629,Guanabenz,C0018312
DB00924,Cyclobenzaprine,C0056732
DB00634,Sulfacetamide,C0038670
DB08869,Tesamorelin,C1876200
DB12712,Pilsicainide,C0164155
DB00642,Pemetrexed,C0210657
DB00652,Pentazocine,C0030873
DB11590,Thimerosal,C0039867
DB04272,Citric acid,C0055819
DB00664,Sulfametopyrazine,C0038683
DB01595,Nitrazepam,C0028126
DB01404,Ginseng,C0873137
DB11637,Delamanid,C3489682
DB13277,Benziodarone,C0053185
DB11653,Bremelanotide,C1721339
DB00704,Naltrexone,C0027360
DB00708,Sufentanil,C0143993
DB00719,Azatadine,C0052759
DB00720,Clodronic acid,C0012081
DB00723,Methoxamine,C0025681
DB00844,Nalbuphine,C0027348
DB00854,Levorphanol,C0023586
DB00899,Remifentanil,C0246631
DB01209,Dezocine,C0057626
DB01433,Methadyl acetate,C0025607
DB01450,Dihydroetorphine,C0045027
DB01452,Diamorphine,C0011892
DB01459,Bezitramide,C0053535
DB01497,Etorphine,C0015134
DB01529,Dextromoramide,C0011817
DB01531,Desomorphine,C2827133
DB01535,Carfentanil,C0054797
DB01555,Alphacetylmethadol,C3536877
DB01565,Dihydromorphine,C0012305
DB08861,DPDPE,C0525856
DB09174,Lofentanil,C0065151
DB09272,Eluxadoline,C3712232
DB11609,Normethadone,C0069008
DB12492,Piritramide,C0031982
DB13160,Alphaprodine,C0002327
DB13454,Nicomorphine,C0068699
DB13478,Meptazinol,C0025387
DB13605,Phenoperidine,C0031432
DB13606,Phenazocine,C0031376
DB13787,Tilidine,C0040219
DB15360,"Carfentanil, C-11",C0302944
DB15465,Benzhydrocodone,C4555905
DB14881,Oliceridine,C4508938
DB00935,Oxymetazoline,C0030071
DB00816,Orciprenaline,C0029193
DB00830,Phenmetrazine,C0031411
DB00838,Clocortolone,C0055899
DB00867,Ritodrine,C0035661
DB00869,Dorzolamide,C0165590
DB00870,Suprofen,C0038878
DB00876,Eprosartan,C0287041
DB01141,Micafungin,C1120386
DB00889,Granisetron,C0061863
DB00892,Oxybuprocaine,C0053114
DB05262,Oxypurinol,C0030086
DB00901,Bitolterol,C0053817
DB13223,Fluocortin,C3652567
DB13491,Fluperolone,C3652595
DB13664,Formocortal,C3652565
DB13856,Fluclorolone,C0360537
DB00873,Loteprednol,C0772364
DB14643,Methylprednisolone aceponate,C0174938
DB00952,Naratriptan,C0540623
DB08983,Etofibrate,C0059869
DB09064,Ciprofibrate,C0055775
DB13433,Simfibrate,C0074551
DB13460,Ronifibrate,C2347974
DB13780,Aluminium clofibrate,C0051149
DB13849,Clofibride,C0055909
DB00987,Cytarabine,C0010711
DB00998,Frovatriptan,C0754647
DB01008,Busulfan,C0006463
DB01042,Melphalan,C0025241
DB01049,Ergoloid mesylate,C0014708
DB01298,Sulfacytine,C0262960
DB01299,Sulfadoxine,C0038679
DB01382,Glymidine,C0351000
